Namespace(action=3, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'lf', 'defence': 'raw', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 10, 'attack_strength': 1.0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Sat May  4 19:03:05 2024]======================
Epoch: 1 | Epoch Time: 1m 5s
Test Loss: 1.714172673034668 | Test Acc: 26.809999346733093%
Epoch: 52 | Epoch Time: 0m 50s
Train Loss: 1.7028709579467773 | Train Acc: 27.12000012397766%
Test Loss: 1.7117262619018554 | Test Acc: 26.840001344680786%
Epoch: 53 | Epoch Time: 0m 56s
Train Loss: 1.69866419921875 | Train Acc: 27.368000149726868%
Test Loss: 1.7080865264892577 | Test Acc: 26.989999413490295%
Epoch: 54 | Epoch Time: 0m 51s
Train Loss: 1.6953571072387694 | Train Acc: 27.58600115776062%
Test Loss: 1.7053254455566407 | Test Acc: 27.12000012397766%
Epoch: 55 | Epoch Time: 0m 53s
Train Loss: 1.6934109680175782 | Train Acc: 27.404001355171204%
Test Loss: 1.7039701705932617 | Test Acc: 26.820001006126404%
Epoch: 56 | Epoch Time: 0m 52s
Train Loss: 1.6921149035644532 | Train Acc: 27.601999044418335%
Test Loss: 1.7033180618286132 | Test Acc: 26.96000039577484%
Epoch: 57 | Epoch Time: 0m 58s
Train Loss: 1.6898850833129884 | Train Acc: 27.68999934196472%
Test Loss: 1.7017044540405273 | Test Acc: 27.059999108314514%
Epoch: 58 | Epoch Time: 0m 52s
Train Loss: 1.6864139929199218 | Train Acc: 27.95799970626831%
Test Loss: 1.6989867630004882 | Test Acc: 27.320000529289246%
Epoch: 59 | Epoch Time: 0m 53s
Train Loss: 1.6860189804077148 | Train Acc: 27.83600091934204%
Test Loss: 1.6992422988891602 | Test Acc: 27.45000123977661%
Epoch: 60 | Epoch Time: 0m 57s
Train Loss: 1.6840231826782226 | Train Acc: 27.983999252319336%
Test Loss: 1.6979230560302734 | Test Acc: 27.68999934196472%
Epoch: 61 | Epoch Time: 0m 53s
Train Loss: 1.6825871853637695 | Train Acc: 28.073999285697937%
Test Loss: 1.6972249786376954 | Test Acc: 27.75999903678894%
Epoch: 62 | Epoch Time: 1m 2s
Train Loss: 1.6820043328857421 | Train Acc: 27.96800136566162%
Test Loss: 1.697515817260742 | Test Acc: 27.649998664855957%
Epoch: 63 | Epoch Time: 1m 3s
Train Loss: 1.6817235208129884 | Train Acc: 27.963998913764954%
Test Loss: 1.6980065170288086 | Test Acc: 27.68999934196472%
Epoch: 64 | Epoch Time: 0m 51s
Train Loss: 1.6812790716552735 | Train Acc: 27.950000762939453%
Test Loss: 1.698277362060547 | Test Acc: 27.709999680519104%
Epoch: 65 | Epoch Time: 0m 50s
Train Loss: 1.6790324475097655 | Train Acc: 28.123998641967773%
Test Loss: 1.6968320358276368 | Test Acc: 27.75000035762787%
Epoch: 66 | Epoch Time: 0m 49s
Train Loss: 1.6813704675292969 | Train Acc: 27.71199941635132%
Test Loss: 1.6998804580688476 | Test Acc: 27.529999613761902%
Epoch: 67 | Epoch Time: 0m 51s
Train Loss: 1.679880372314453 | Train Acc: 27.845999598503113%
Test Loss: 1.6991813369750977 | Test Acc: 27.619999647140503%
Epoch: 68 | Epoch Time: 0m 51s
Train Loss: 1.6783927508544922 | Train Acc: 27.884000539779663%
Test Loss: 1.6985491958618164 | Test Acc: 27.630001306533813%
Epoch: 69 | Epoch Time: 0m 50s
Train Loss: 1.6793343173217774 | Train Acc: 27.73599922657013%
Test Loss: 1.7004446578979493 | Test Acc: 27.469998598098755%
Epoch: 70 | Epoch Time: 0m 48s
Train Loss: 1.6752222982788085 | Train Acc: 28.26400101184845%
Test Loss: 1.6974216522216796 | Test Acc: 27.75999903678894%
Epoch: 71 | Epoch Time: 0m 52s
Train Loss: 1.6704424975585936 | Train Acc: 28.745999932289124%
Test Loss: 1.693672198486328 | Test Acc: 28.200000524520874%
Epoch: 72 | Epoch Time: 0m 50s
Train Loss: 1.6714158352661133 | Train Acc: 28.633999824523926%
Test Loss: 1.6955165832519532 | Test Acc: 28.259998559951782%
Epoch: 73 | Epoch Time: 0m 50s
Train Loss: 1.6699058157348632 | Train Acc: 28.723999857902527%
Test Loss: 1.6951524322509766 | Test Acc: 28.16999852657318%
Epoch: 74 | Epoch Time: 0m 48s
Train Loss: 1.671081016845703 | Train Acc: 28.79599928855896%
Test Loss: 1.6974650604248047 | Test Acc: 28.429999947547913%
Epoch: 75 | Epoch Time: 0m 52s
Train Loss: 1.672222939453125 | Train Acc: 28.665998578071594%
Test Loss: 1.6997321868896484 | Test Acc: 28.029999136924744%
Epoch: 76 | Epoch Time: 0m 47s
Train Loss: 1.6700081826782227 | Train Acc: 28.905999660491943%
Test Loss: 1.6986724304199219 | Test Acc: 28.290000557899475%
Epoch: 77 | Epoch Time: 0m 49s
Train Loss: 1.6699863720703125 | Train Acc: 28.968000411987305%
Test Loss: 1.6999021224975586 | Test Acc: 28.380000591278076%
Epoch: 78 | Epoch Time: 0m 48s
Train Loss: 1.670937921142578 | Train Acc: 28.99799942970276%
Test Loss: 1.7020612258911132 | Test Acc: 28.380000591278076%
Epoch: 79 | Epoch Time: 0m 53s
Train Loss: 1.673010629272461 | Train Acc: 28.812000155448914%
Test Loss: 1.705166700744629 | Test Acc: 28.15999984741211%
Epoch: 80 | Epoch Time: 0m 48s
Train Loss: 1.6732151361083984 | Train Acc: 28.887999057769775%
Test Loss: 1.706619383239746 | Test Acc: 28.360000252723694%
Epoch: 81 | Epoch Time: 0m 50s
Train Loss: 1.6736343798828126 | Train Acc: 28.995999693870544%
Test Loss: 1.7082523300170898 | Test Acc: 28.220000863075256%
Epoch: 82 | Epoch Time: 0m 50s
Train Loss: 1.6754328414916992 | Train Acc: 28.878000378608704%
Test Loss: 1.7113085876464844 | Test Acc: 28.270000219345093%
Epoch: 83 | Epoch Time: 0m 53s
Train Loss: 1.675285964050293 | Train Acc: 29.09800112247467%
Test Loss: 1.7123236099243164 | Test Acc: 28.270000219345093%
Epoch: 84 | Epoch Time: 0m 54s
Train Loss: 1.6759943542480469 | Train Acc: 29.2820006608963%
Test Loss: 1.7145534301757812 | Test Acc: 28.470000624656677%
Epoch: 85 | Epoch Time: 0m 52s
Train Loss: 1.6749352508544921 | Train Acc: 29.5879989862442%
Test Loss: 1.714812484741211 | Test Acc: 28.65000069141388%
Epoch: 86 | Epoch Time: 0m 58s
Train Loss: 1.675407854614258 | Train Acc: 29.771998524665833%
Test Loss: 1.7164130493164063 | Test Acc: 28.74000072479248%
Epoch: 87 | Epoch Time: 0m 53s
Train Loss: 1.679788441772461 | Train Acc: 29.55400049686432%
Test Loss: 1.7219860610961915 | Test Acc: 28.679999709129333%
Epoch: 88 | Epoch Time: 0m 56s
Train Loss: 1.6789141543579102 | Train Acc: 29.851999878883362%
Test Loss: 1.7223895782470704 | Test Acc: 28.9000004529953%
Epoch: 89 | Epoch Time: 0m 53s
Train Loss: 1.6785139944458007 | Train Acc: 30.05799949169159%
Test Loss: 1.7232261169433594 | Test Acc: 29.100000858306885%
Epoch: 90 | Epoch Time: 0m 56s
Train Loss: 1.6770251416015625 | Train Acc: 30.445998907089233%
Test Loss: 1.7234732055664062 | Test Acc: 29.30999994277954%
Epoch: 91 | Epoch Time: 0m 53s
Train Loss: 1.6819985720825195 | Train Acc: 30.31199872493744%
Test Loss: 1.7300815658569335 | Test Acc: 29.170000553131104%
Epoch: 92 | Epoch Time: 0m 51s
Train Loss: 1.6857567166137695 | Train Acc: 30.197998881340027%
Test Loss: 1.7352720413208007 | Test Acc: 29.080000519752502%
Epoch: 93 | Epoch Time: 0m 55s
Train Loss: 1.6866597103881835 | Train Acc: 30.559998750686646%
Test Loss: 1.737608367919922 | Test Acc: 29.359999299049377%
Epoch: 94 | Epoch Time: 0m 51s
Train Loss: 1.6880217572021485 | Train Acc: 30.78399896621704%
Test Loss: 1.7407281631469727 | Test Acc: 29.559999704360962%
Epoch: 95 | Epoch Time: 0m 52s
Train Loss: 1.6928535696411133 | Train Acc: 30.687999725341797%
Test Loss: 1.7472762771606445 | Test Acc: 29.39000129699707%
Epoch: 96 | Epoch Time: 0m 51s
Train Loss: 1.6964602432250977 | Train Acc: 30.886000394821167%
Test Loss: 1.7529244445800782 | Test Acc: 29.519999027252197%
Epoch: 97 | Epoch Time: 0m 56s
Train Loss: 1.7014632479858398 | Train Acc: 30.94399869441986%
Test Loss: 1.7599267654418946 | Test Acc: 29.559999704360962%
Epoch: 98 | Epoch Time: 0m 51s
Train Loss: 1.7069843682861328 | Train Acc: 30.91599941253662%
Test Loss: 1.767121337890625 | Test Acc: 29.399999976158142%
Epoch: 99 | Epoch Time: 0m 52s
Train Loss: 1.7111142068481446 | Train Acc: 31.001999974250793%
Test Loss: 1.7731168426513673 | Test Acc: 29.510000348091125%
Epoch: 100 | Epoch Time: 0m 52s
Train Loss: 1.7170387295532226 | Train Acc: 31.025999784469604%
Test Loss: 1.7808400375366211 | Test Acc: 29.350000619888306%
