Namespace(action=3, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'lf', 'defence': 'raw', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 12, 'attack_strength': 1.0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Sat May  4 21:56:15 2024]======================
Epoch: 1 | Epoch Time: 0m 55s
Train Loss: 2.3016779849243165 | Train Acc: 10.000000149011612%
Test Loss: 2.301574887084961 | Test Acc: 10.000000149011612%
Epoch: 2 | Epoch Time: 0m 55s
Train Loss: 2.294929807739258 | Train Acc: 10.548000037670135%
Test Loss: 2.294806607055664 | Test Acc: 10.409999638795853%
Epoch: 3 | Epoch Time: 0m 52s
Train Loss: 2.281214429016113 | Train Acc: 14.229999482631683%
Test Loss: 2.2810004180908203 | Test Acc: 13.910000026226044%
Epoch: 4 | Epoch Time: 0m 56s
Train Loss: 2.2597250631713868 | Train Acc: 14.890000224113464%
Test Loss: 2.2593462493896483 | Test Acc: 15.209999680519104%
Epoch: 5 | Epoch Time: 0m 51s
Train Loss: 2.232437192993164 | Train Acc: 15.136000514030457%
Test Loss: 2.231824815368652 | Test Acc: 15.399999916553497%
Epoch: 6 | Epoch Time: 0m 53s
Train Loss: 2.2021020932006836 | Train Acc: 15.299999713897705%
Test Loss: 2.2011744384765626 | Test Acc: 15.219999849796295%
Epoch: 7 | Epoch Time: 0m 52s
Train Loss: 2.170004493713379 | Train Acc: 14.959999918937683%
Test Loss: 2.1687130722045898 | Test Acc: 15.09999930858612%
Epoch: 8 | Epoch Time: 0m 56s
Train Loss: 2.1381407775878905 | Train Acc: 14.621999859809875%
Test Loss: 2.136518292236328 | Test Acc: 15.039999783039093%
Epoch: 9 | Epoch Time: 0m 52s
Train Loss: 2.1106212814331053 | Train Acc: 14.086000621318817%
Test Loss: 2.1086991912841797 | Test Acc: 14.540000259876251%
Epoch: 10 | Epoch Time: 0m 50s
Train Loss: 2.084152231140137 | Train Acc: 14.142000675201416%
Test Loss: 2.081968408203125 | Test Acc: 14.699999988079071%
