Namespace(action=8, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'bf', 'defence': 'raw', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 10, 'attack_strength': -1.0, 'k': 1, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Sun May  5 18:44:05 2024]======================
Epoch: 1 | Epoch Time: 0m 55s
Train Loss: 2.3025928732299805 | Train Acc: 11.131999641656876%
Test Loss: 2.3026603637695313 | Test Acc: 11.100000143051147%
Epoch: 2 | Epoch Time: 0m 57s
Train Loss: 2.3026648181152343 | Train Acc: 10.825999826192856%
Test Loss: 2.3027336608886717 | Test Acc: 10.88000014424324%
Epoch: 3 | Epoch Time: 0m 55s
Train Loss: 2.302748901062012 | Train Acc: 10.871999710798264%
Test Loss: 2.3028180099487305 | Test Acc: 10.930000245571136%
Epoch: 4 | Epoch Time: 0m 55s
Train Loss: 2.3028172885131837 | Train Acc: 10.77599972486496%
Test Loss: 2.3028891845703123 | Test Acc: 10.830000042915344%
Epoch: 5 | Epoch Time: 0m 57s
Train Loss: 2.302888126831055 | Train Acc: 10.824000090360641%
Test Loss: 2.3029609649658203 | Test Acc: 10.830000042915344%
Epoch: 6 | Epoch Time: 0m 57s
Train Loss: 2.3029092251586913 | Train Acc: 10.751999914646149%
Test Loss: 2.302985594177246 | Test Acc: 10.809999704360962%
Epoch: 7 | Epoch Time: 0m 54s
Train Loss: 2.302967110900879 | Train Acc: 11.104000359773636%
Test Loss: 2.3030447937011718 | Test Acc: 11.180000007152557%
Epoch: 8 | Epoch Time: 0m 55s
Train Loss: 2.3030125759887694 | Train Acc: 11.277999728918076%
Test Loss: 2.3030916275024413 | Test Acc: 11.209999769926071%
Epoch: 9 | Epoch Time: 0m 58s
Train Loss: 2.303015868225098 | Train Acc: 10.898000001907349%
Test Loss: 2.3030998947143555 | Test Acc: 10.970000177621841%
Epoch: 10 | Epoch Time: 0m 55s
Train Loss: 2.3030732748413087 | Train Acc: 11.49199977517128%
Test Loss: 2.3031562057495116 | Test Acc: 11.03999987244606%
Epoch: 11 | Epoch Time: 0m 55s
Train Loss: 2.3030969058227537 | Train Acc: 11.57199963927269%
Test Loss: 2.303181001281738 | Test Acc: 11.249999701976776%
Epoch: 12 | Epoch Time: 0m 58s
Train Loss: 2.303124555053711 | Train Acc: 12.036000192165375%
Test Loss: 2.3032071334838866 | Test Acc: 12.030000239610672%
Epoch: 13 | Epoch Time: 0m 56s
Train Loss: 2.3031479235839845 | Train Acc: 12.624000012874603%
Test Loss: 2.3032295486450196 | Test Acc: 12.510000169277191%
Epoch: 14 | Epoch Time: 0m 54s
Train Loss: 2.3031570864868165 | Train Acc: 12.936000525951385%
Test Loss: 2.3032380920410156 | Test Acc: 12.849999964237213%
Epoch: 15 | Epoch Time: 0m 56s
Train Loss: 2.3032072091674807 | Train Acc: 13.067999482154846%
Test Loss: 2.3032864028930664 | Test Acc: 12.89999932050705%
Epoch: 16 | Epoch Time: 0m 57s
Train Loss: 2.3032527850341795 | Train Acc: 13.04599940776825%
Test Loss: 2.3033298828125 | Test Acc: 13.07000070810318%
Epoch: 17 | Epoch Time: 0m 55s
Train Loss: 2.303276134643555 | Train Acc: 13.412000238895416%
Test Loss: 2.3033537841796874 | Test Acc: 13.429999351501465%
Epoch: 18 | Epoch Time: 0m 54s
Train Loss: 2.3033277554321288 | Train Acc: 13.40000033378601%
Test Loss: 2.3034038452148438 | Test Acc: 13.230000436306%
Epoch: 19 | Epoch Time: 0m 55s
Train Loss: 2.3033796951293946 | Train Acc: 13.162000477313995%
Test Loss: 2.3034563934326173 | Test Acc: 13.120000064373016%
Epoch: 20 | Epoch Time: 0m 56s
Train Loss: 2.3033493951416015 | Train Acc: 13.25799971818924%
Test Loss: 2.3034268814086913 | Test Acc: 13.189999759197235%
Epoch: 21 | Epoch Time: 0m 54s
Train Loss: 2.303399264831543 | Train Acc: 13.11199963092804%
Test Loss: 2.3034757049560546 | Test Acc: 12.890000641345978%
Epoch: 22 | Epoch Time: 0m 54s
Train Loss: 2.3034071798706055 | Train Acc: 13.41399997472763%
Test Loss: 2.3034824264526366 | Test Acc: 13.39000016450882%
Epoch: 23 | Epoch Time: 0m 58s
Train Loss: 2.3034221829223633 | Train Acc: 12.785999476909637%
Test Loss: 2.3034962142944337 | Test Acc: 12.690000236034393%
Epoch: 24 | Epoch Time: 0m 55s
Train Loss: 2.3034263800048826 | Train Acc: 12.722000479698181%
Test Loss: 2.303502917480469 | Test Acc: 12.590000033378601%
Epoch: 25 | Epoch Time: 0m 54s
Train Loss: 2.30345438079834 | Train Acc: 11.869999766349792%
Test Loss: 2.303528842163086 | Test Acc: 11.85000017285347%
Epoch: 26 | Epoch Time: 0m 58s
Train Loss: 2.303459089355469 | Train Acc: 11.298000067472458%
Test Loss: 2.3035311126708984 | Test Acc: 11.400000005960464%
Epoch: 27 | Epoch Time: 0m 55s
Train Loss: 2.303515971069336 | Train Acc: 10.980000346899033%
Test Loss: 2.303588674926758 | Test Acc: 11.029999703168869%
Epoch: 28 | Epoch Time: 0m 53s
Train Loss: 2.3035475247192383 | Train Acc: 10.694000124931335%
Test Loss: 2.303617868041992 | Test Acc: 10.660000145435333%
Epoch: 29 | Epoch Time: 0m 54s
Train Loss: 2.3035294842529295 | Train Acc: 10.701999813318253%
Test Loss: 2.3036006134033205 | Test Acc: 10.689999908208847%
Epoch: 30 | Epoch Time: 0m 57s
Train Loss: 2.3035663998413085 | Train Acc: 10.54999977350235%
Test Loss: 2.303637075805664 | Test Acc: 10.570000112056732%
Epoch: 31 | Epoch Time: 0m 54s
Train Loss: 2.3035366220092772 | Train Acc: 10.605999827384949%
Test Loss: 2.30360850982666 | Test Acc: 10.62999963760376%
Epoch: 32 | Epoch Time: 0m 55s
Train Loss: 2.303557163391113 | Train Acc: 10.506000369787216%
Test Loss: 2.3036285202026368 | Test Acc: 10.559999942779541%
Epoch: 33 | Epoch Time: 0m 56s
Train Loss: 2.303579217224121 | Train Acc: 10.56400015950203%
Test Loss: 2.303650730895996 | Test Acc: 10.620000213384628%
Epoch: 34 | Epoch Time: 0m 57s
Train Loss: 2.303604177856445 | Train Acc: 10.57799980044365%
Test Loss: 2.303676640319824 | Test Acc: 10.620000213384628%
Epoch: 35 | Epoch Time: 0m 53s
Train Loss: 2.303615429992676 | Train Acc: 10.48400029540062%
Test Loss: 2.3036890853881835 | Test Acc: 10.540000349283218%
Epoch: 36 | Epoch Time: 0m 54s
Train Loss: 2.303643730773926 | Train Acc: 10.406000167131424%
Test Loss: 2.3037172073364256 | Test Acc: 10.46999990940094%
Epoch: 37 | Epoch Time: 0m 59s
Train Loss: 2.303608158569336 | Train Acc: 10.397999733686447%
Test Loss: 2.3036837936401366 | Test Acc: 10.450000315904617%
Epoch: 38 | Epoch Time: 0m 55s
Train Loss: 2.3036335928344727 | Train Acc: 10.36200001835823%
Test Loss: 2.303705532836914 | Test Acc: 10.400000214576721%
Epoch: 39 | Epoch Time: 0m 54s
Train Loss: 2.303579111022949 | Train Acc: 10.57799980044365%
Test Loss: 2.3036542617797853 | Test Acc: 10.599999874830246%
Epoch: 40 | Epoch Time: 0m 56s
Train Loss: 2.303614200744629 | Train Acc: 10.595999658107758%
Test Loss: 2.3036911544799805 | Test Acc: 10.639999806880951%
Epoch: 41 | Epoch Time: 0m 56s
Train Loss: 2.3036466854858397 | Train Acc: 10.555999726057053%
Test Loss: 2.3037249908447266 | Test Acc: 10.559999942779541%
Epoch: 42 | Epoch Time: 0m 54s
Train Loss: 2.303683938293457 | Train Acc: 10.463999956846237%
Test Loss: 2.3037618331909178 | Test Acc: 10.450000315904617%
Epoch: 43 | Epoch Time: 0m 55s
Train Loss: 2.3036878536987304 | Train Acc: 10.73400005698204%
Test Loss: 2.3037652618408204 | Test Acc: 10.740000009536743%
Epoch: 44 | Epoch Time: 0m 58s
Train Loss: 2.303707060546875 | Train Acc: 10.726000368595123%
Test Loss: 2.3037829254150393 | Test Acc: 10.740000009536743%
Epoch: 45 | Epoch Time: 0m 55s
Train Loss: 2.303694701843262 | Train Acc: 10.589999705553055%
Test Loss: 2.3037695266723635 | Test Acc: 10.620000213384628%
Epoch: 46 | Epoch Time: 0m 54s
Train Loss: 2.3037000946044923 | Train Acc: 10.582000017166138%
Test Loss: 2.3037747009277343 | Test Acc: 10.610000044107437%
Epoch: 47 | Epoch Time: 0m 57s
Train Loss: 2.3037402029418947 | Train Acc: 10.524000227451324%
Test Loss: 2.3038142654418947 | Test Acc: 10.540000349283218%
Epoch: 48 | Epoch Time: 0m 57s
Train Loss: 2.303745659790039 | Train Acc: 10.459999740123749%
Test Loss: 2.303819468688965 | Test Acc: 10.450000315904617%
Epoch: 49 | Epoch Time: 0m 55s
Train Loss: 2.3037958709716797 | Train Acc: 10.391999781131744%
Test Loss: 2.3038696701049806 | Test Acc: 10.409999638795853%
Epoch: 50 | Epoch Time: 0m 55s
Train Loss: 2.303792483215332 | Train Acc: 10.412000119686127%
Test Loss: 2.3038682418823244 | Test Acc: 10.409999638795853%
Epoch: 51 | Epoch Time: 0m 58s
Train Loss: 2.30377306640625 | Train Acc: 10.385999828577042%
Test Loss: 2.3038507217407225 | Test Acc: 10.39000004529953%
Epoch: 52 | Epoch Time: 0m 56s
Train Loss: 2.303808589477539 | Train Acc: 10.378000140190125%
Test Loss: 2.303888589477539 | Test Acc: 10.39000004529953%
Epoch: 53 | Epoch Time: 0m 55s
Train Loss: 2.3037933419799805 | Train Acc: 10.406000167131424%
Test Loss: 2.3038753128051757 | Test Acc: 10.400000214576721%
Epoch: 54 | Epoch Time: 0m 57s
Train Loss: 2.303803363647461 | Train Acc: 10.345999896526337%
Test Loss: 2.3038856887817385 | Test Acc: 10.369999706745148%
Epoch: 55 | Epoch Time: 0m 55s
Train Loss: 2.303897314453125 | Train Acc: 10.301999747753143%
Test Loss: 2.3039797103881834 | Test Acc: 10.289999842643738%
Epoch: 56 | Epoch Time: 0m 54s
Train Loss: 2.3039142218017576 | Train Acc: 10.264000296592712%
Test Loss: 2.3039971588134764 | Test Acc: 10.209999978542328%
Epoch: 57 | Epoch Time: 0m 54s
Train Loss: 2.3039641497802736 | Train Acc: 10.294000059366226%
Test Loss: 2.3040455154418944 | Test Acc: 10.279999673366547%
Epoch: 58 | Epoch Time: 0m 56s
Train Loss: 2.3039560784912108 | Train Acc: 10.37599965929985%
Test Loss: 2.304041033935547 | Test Acc: 10.360000282526016%
Epoch: 59 | Epoch Time: 0m 55s
Train Loss: 2.3040651458740236 | Train Acc: 10.350000113248825%
Test Loss: 2.3041465057373047 | Test Acc: 10.350000113248825%
Epoch: 60 | Epoch Time: 0m 54s
Train Loss: 2.3040983837890625 | Train Acc: 10.305999964475632%
Test Loss: 2.304182037353516 | Test Acc: 10.279999673366547%
Epoch: 61 | Epoch Time: 0m 57s
Train Loss: 2.304145165710449 | Train Acc: 10.29599979519844%
Test Loss: 2.3042300582885744 | Test Acc: 10.260000079870224%
Epoch: 62 | Epoch Time: 0m 57s
Train Loss: 2.304174459228516 | Train Acc: 10.347999632358551%
Test Loss: 2.30426007232666 | Test Acc: 10.329999774694443%
Epoch: 63 | Epoch Time: 0m 54s
Train Loss: 2.304197514038086 | Train Acc: 10.27199998497963%
Test Loss: 2.3042858978271483 | Test Acc: 10.260000079870224%
Epoch: 64 | Epoch Time: 0m 55s
Train Loss: 2.304205965270996 | Train Acc: 10.267999768257141%
Test Loss: 2.3042975479125976 | Test Acc: 10.249999910593033%
Epoch: 65 | Epoch Time: 0m 57s
Train Loss: 2.30423736328125 | Train Acc: 10.32399982213974%
