Namespace(action=12, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'raw', 'defence': 'krum', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': 1.0, 'k': 20, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Mon May  6 04:33:10 2024]======================
Epoch: 1 | Epoch Time: 0m 46s
Train Loss: 2.298556151123047 | Train Acc: 11.225999891757965%
Test Loss: 2.2984162368774412 | Test Acc: 11.45000010728836%
Epoch: 2 | Epoch Time: 0m 46s
Train Loss: 2.285407467651367 | Train Acc: 18.06800067424774%
Test Loss: 2.2851051849365236 | Test Acc: 18.150000274181366%
Epoch: 3 | Epoch Time: 0m 47s
Train Loss: 2.2626037783813477 | Train Acc: 23.070000112056732%
Test Loss: 2.261991778564453 | Test Acc: 23.389999568462372%
Epoch: 4 | Epoch Time: 0m 46s
Train Loss: 2.229705966796875 | Train Acc: 25.832000374794006%
Test Loss: 2.228710972595215 | Test Acc: 25.81000030040741%
Epoch: 5 | Epoch Time: 0m 47s
Train Loss: 2.1882272653198243 | Train Acc: 28.529998660087585%
Test Loss: 2.1868106353759766 | Test Acc: 28.720000386238098%
Epoch: 6 | Epoch Time: 0m 46s
Train Loss: 2.142736951293945 | Train Acc: 30.66999912261963%
Test Loss: 2.1408126693725587 | Test Acc: 30.739998817443848%
Epoch: 7 | Epoch Time: 0m 46s
Train Loss: 2.092575702819824 | Train Acc: 32.175999879837036%
Test Loss: 2.090109878540039 | Test Acc: 32.21000134944916%
Epoch: 8 | Epoch Time: 0m 46s
Train Loss: 2.042499041442871 | Train Acc: 33.375999331474304%
Test Loss: 2.039517207336426 | Test Acc: 33.43000113964081%
Epoch: 9 | Epoch Time: 0m 47s
Train Loss: 1.994551226196289 | Train Acc: 34.286001324653625%
Test Loss: 1.991156379699707 | Test Acc: 34.34999883174896%
Epoch: 10 | Epoch Time: 0m 46s
Train Loss: 1.9475886901855468 | Train Acc: 35.054001212120056%
Test Loss: 1.943808154296875 | Test Acc: 35.1500004529953%
Epoch: 11 | Epoch Time: 0m 46s
Train Loss: 1.9035984924316407 | Train Acc: 35.830000042915344%
Test Loss: 1.8994150604248048 | Test Acc: 36.17999851703644%
Epoch: 12 | Epoch Time: 0m 46s
Train Loss: 1.8631025457763672 | Train Acc: 36.62999868392944%
Test Loss: 1.8588004821777344 | Test Acc: 36.959999799728394%
Epoch: 13 | Epoch Time: 0m 46s
Train Loss: 1.825789119873047 | Train Acc: 37.27400004863739%
Test Loss: 1.8213445510864257 | Test Acc: 37.779998779296875%
Epoch: 14 | Epoch Time: 0m 45s
Train Loss: 1.7943928549194337 | Train Acc: 37.85400092601776%
Test Loss: 1.7900667205810548 | Test Acc: 38.37999999523163%
Epoch: 15 | Epoch Time: 0m 46s
Train Loss: 1.7622482000732422 | Train Acc: 38.60999941825867%
Test Loss: 1.7579631134033202 | Test Acc: 38.89000117778778%
Epoch: 16 | Epoch Time: 0m 46s
Train Loss: 1.7329831457519531 | Train Acc: 39.188000559806824%
Test Loss: 1.7289469985961914 | Test Acc: 39.46999907493591%
Epoch: 17 | Epoch Time: 0m 46s
Train Loss: 1.7065441162109376 | Train Acc: 39.917999505996704%
Test Loss: 1.7026831466674806 | Test Acc: 40.0299996137619%
Epoch: 18 | Epoch Time: 0m 45s
Train Loss: 1.682663480529785 | Train Acc: 40.46800136566162%
Test Loss: 1.6789885314941406 | Test Acc: 40.470001101493835%
Epoch: 19 | Epoch Time: 0m 46s
Train Loss: 1.661167976989746 | Train Acc: 41.071999073028564%
Test Loss: 1.6578901138305664 | Test Acc: 41.040000319480896%
Epoch: 20 | Epoch Time: 0m 47s
Train Loss: 1.6402195642089843 | Train Acc: 41.666001081466675%
Test Loss: 1.6371494644165039 | Test Acc: 41.40999913215637%
Epoch: 21 | Epoch Time: 0m 46s
Train Loss: 1.6197197509765624 | Train Acc: 42.2760009765625%
Test Loss: 1.6167001907348633 | Test Acc: 42.010000348091125%
Epoch: 22 | Epoch Time: 0m 46s
Train Loss: 1.6005908404541016 | Train Acc: 42.73799955844879%
Test Loss: 1.597703387451172 | Test Acc: 42.6800012588501%
