Namespace(action=10, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'bf', 'defence': 'raw', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': -5.0, 'k': 1, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Mon May  6 03:40:01 2024]======================
Epoch: 1 | Epoch Time: 0m 47s
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 80 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 81 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 82 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 83 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 84 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 85 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 86 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 87 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 88 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 89 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 90 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 91 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 92 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 93 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 94 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 95 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 96 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 97 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 98 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 99 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 100 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
