Namespace(action=12, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'lf', 'defence': 'krum', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': 1.0, 'k': 20, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Wed May  8 16:58:50 2024]======================
Epoch: 1 | Epoch Time: 0m 49s
Train Loss: 2.0662427264404295 | Train Acc: 31.053999066352844%
Test Loss: 2.063954318237305 | Test Acc: 31.790000200271606%
Epoch: 10 | Epoch Time: 0m 36s
Train Loss: 2.0315001934814454 | Train Acc: 31.957998871803284%
Test Loss: 2.0288714416503906 | Test Acc: 32.82000124454498%
Epoch: 11 | Epoch Time: 0m 37s
Train Loss: 2.00119336730957 | Train Acc: 32.666000723838806%
Test Loss: 1.9981993774414062 | Test Acc: 33.34000110626221%
Epoch: 12 | Epoch Time: 0m 37s
Train Loss: 1.973306838684082 | Train Acc: 33.406001329422%
Test Loss: 1.9700261520385742 | Test Acc: 33.980000019073486%
Epoch: 13 | Epoch Time: 0m 36s
Train Loss: 1.9486443515014649 | Train Acc: 34.15000140666962%
Test Loss: 1.9451413146972656 | Test Acc: 34.81999933719635%
Epoch: 14 | Epoch Time: 0m 38s
Train Loss: 1.9275678414916992 | Train Acc: 34.77199971675873%
Test Loss: 1.923930941772461 | Test Acc: 35.190001130104065%
Epoch: 15 | Epoch Time: 0m 43s
Train Loss: 1.9062713555908204 | Train Acc: 35.43199896812439%
Test Loss: 1.902530094909668 | Test Acc: 35.7699990272522%
Epoch: 16 | Epoch Time: 0m 43s
Train Loss: 1.8866974838256836 | Train Acc: 35.96400022506714%
Test Loss: 1.8829925979614257 | Test Acc: 36.43999993801117%
Epoch: 17 | Epoch Time: 0m 43s
Train Loss: 1.8687492779541015 | Train Acc: 36.504000425338745%
Test Loss: 1.8650082382202149 | Test Acc: 37.02000081539154%
Epoch: 18 | Epoch Time: 0m 48s
Train Loss: 1.8501481942749023 | Train Acc: 37.101998925209045%
Test Loss: 1.8463467178344726 | Test Acc: 37.630000710487366%
Epoch: 19 | Epoch Time: 0m 45s
Train Loss: 1.8356513882446288 | Train Acc: 37.564000487327576%
Test Loss: 1.8319059936523439 | Test Acc: 38.029998540878296%
Epoch: 20 | Epoch Time: 0m 39s
Train Loss: 1.8207185314941405 | Train Acc: 37.90000081062317%
Test Loss: 1.8169278869628906 | Test Acc: 38.3899986743927%
Epoch: 21 | Epoch Time: 0m 41s
Train Loss: 1.807840489501953 | Train Acc: 38.35200071334839%
Test Loss: 1.8040367111206055 | Test Acc: 38.62999975681305%
Epoch: 22 | Epoch Time: 0m 40s
Train Loss: 1.7953731503295898 | Train Acc: 38.78999948501587%
Test Loss: 1.791688850402832 | Test Acc: 39.12999927997589%
Epoch: 23 | Epoch Time: 0m 39s
Train Loss: 1.7826255813598633 | Train Acc: 39.184001088142395%
Test Loss: 1.7790055770874023 | Test Acc: 39.2300009727478%
Epoch: 24 | Epoch Time: 0m 39s
Train Loss: 1.7712005303955078 | Train Acc: 39.805999398231506%
Test Loss: 1.7676626861572267 | Test Acc: 39.899998903274536%
Epoch: 25 | Epoch Time: 0m 39s
Train Loss: 1.7594557656860352 | Train Acc: 40.327998995780945%
Test Loss: 1.75602421875 | Test Acc: 40.40000140666962%
Epoch: 26 | Epoch Time: 0m 39s
Train Loss: 1.7495396115112305 | Train Acc: 40.49200117588043%
Test Loss: 1.746017317199707 | Test Acc: 40.43999910354614%
Epoch: 27 | Epoch Time: 0m 38s
Train Loss: 1.7392796139526367 | Train Acc: 40.939998626708984%
Test Loss: 1.7359156860351563 | Test Acc: 40.92999994754791%
Epoch: 28 | Epoch Time: 0m 38s
Train Loss: 1.730081446533203 | Train Acc: 41.32600128650665%
Test Loss: 1.7267849166870117 | Test Acc: 41.31999909877777%
Epoch: 29 | Epoch Time: 0m 39s
Train Loss: 1.721048551635742 | Train Acc: 41.66800081729889%
Test Loss: 1.7178132049560546 | Test Acc: 41.89000129699707%
Epoch: 30 | Epoch Time: 0m 39s
Train Loss: 1.7117718997192384 | Train Acc: 42.0879989862442%
Test Loss: 1.7086214111328124 | Test Acc: 42.32000112533569%
Epoch: 31 | Epoch Time: 0m 39s
Train Loss: 1.7030955725097656 | Train Acc: 42.44199991226196%
Test Loss: 1.7001766983032227 | Test Acc: 42.55000054836273%
Epoch: 32 | Epoch Time: 0m 39s
Train Loss: 1.6942138482666016 | Train Acc: 42.743998765945435%
Test Loss: 1.6914729949951173 | Test Acc: 42.899999022483826%
Epoch: 33 | Epoch Time: 0m 38s
Train Loss: 1.6859784680175782 | Train Acc: 42.96000003814697%
Test Loss: 1.6834039413452149 | Test Acc: 43.32000017166138%
Epoch: 34 | Epoch Time: 0m 38s
Train Loss: 1.6765913598632813 | Train Acc: 43.108001351356506%
Test Loss: 1.674197784423828 | Test Acc: 43.52000057697296%
Epoch: 35 | Epoch Time: 0m 39s
Train Loss: 1.6685908364868165 | Train Acc: 43.46599876880646%
Test Loss: 1.6663452438354491 | Test Acc: 43.90000104904175%
Epoch: 36 | Epoch Time: 0m 39s
Train Loss: 1.6603355209350585 | Train Acc: 43.68000030517578%
Test Loss: 1.6583600387573243 | Test Acc: 44.15999948978424%
Epoch: 37 | Epoch Time: 0m 37s
Train Loss: 1.6553139205932617 | Train Acc: 43.85800063610077%
Test Loss: 1.6535354125976562 | Test Acc: 44.3699985742569%
Epoch: 38 | Epoch Time: 0m 47s
Train Loss: 1.6468170156860351 | Train Acc: 44.08800005912781%
Test Loss: 1.6452858367919923 | Test Acc: 44.600000977516174%
Epoch: 39 | Epoch Time: 0m 49s
Train Loss: 1.6404801974487304 | Train Acc: 44.304001331329346%
Test Loss: 1.6391605804443359 | Test Acc: 44.999998807907104%
Epoch: 40 | Epoch Time: 0m 49s
Train Loss: 1.6330896594238282 | Train Acc: 44.54199969768524%
Test Loss: 1.6319838653564454 | Test Acc: 45.35999894142151%
Epoch: 41 | Epoch Time: 0m 49s
Train Loss: 1.6269664587402344 | Train Acc: 44.85200047492981%
Test Loss: 1.626078465270996 | Test Acc: 45.87999880313873%
Epoch: 42 | Epoch Time: 0m 48s
Train Loss: 1.6206582794189452 | Train Acc: 45.05400061607361%
Test Loss: 1.6200711029052735 | Test Acc: 45.84000110626221%
Epoch: 43 | Epoch Time: 0m 49s
Train Loss: 1.6136686895751953 | Train Acc: 45.16800045967102%
Test Loss: 1.6134117797851562 | Test Acc: 45.8299994468689%
Epoch: 44 | Epoch Time: 0m 49s
Train Loss: 1.6084347943115234 | Train Acc: 45.3220009803772%
Test Loss: 1.6084019500732423 | Test Acc: 46.20000123977661%
Epoch: 45 | Epoch Time: 0m 49s
Train Loss: 1.6013262771606445 | Train Acc: 45.513999462127686%
Test Loss: 1.6015409881591798 | Test Acc: 46.3699996471405%
Epoch: 46 | Epoch Time: 0m 48s
Train Loss: 1.5956696087646485 | Train Acc: 45.664000511169434%
Test Loss: 1.5962006820678711 | Test Acc: 46.480000019073486%
Epoch: 47 | Epoch Time: 0m 50s
Train Loss: 1.5889395443725587 | Train Acc: 45.857998728752136%
Test Loss: 1.5898320846557616 | Test Acc: 46.66000008583069%
Epoch: 48 | Epoch Time: 0m 38s
Train Loss: 1.5833930838012695 | Train Acc: 45.99800109863281%
Test Loss: 1.5846295913696289 | Test Acc: 46.70000076293945%
Epoch: 49 | Epoch Time: 0m 37s
Train Loss: 1.578443479614258 | Train Acc: 46.14199995994568%
Test Loss: 1.5801325927734375 | Test Acc: 46.970000863075256%
Epoch: 50 | Epoch Time: 0m 36s
Train Loss: 1.5729359832763672 | Train Acc: 46.24600112438202%
Test Loss: 1.5750747467041015 | Test Acc: 47.040000557899475%
Epoch: 51 | Epoch Time: 0m 37s
Train Loss: 1.5673141372680663 | Train Acc: 46.41999900341034%
Test Loss: 1.5699057022094727 | Test Acc: 47.08999991416931%
Epoch: 52 | Epoch Time: 0m 38s
Train Loss: 1.56337098236084 | Train Acc: 46.42600119113922%
Test Loss: 1.5664390655517577 | Test Acc: 47.00999855995178%
Epoch: 53 | Epoch Time: 0m 37s
Train Loss: 1.5581233929443359 | Train Acc: 46.63800001144409%
Test Loss: 1.5615498092651368 | Test Acc: 47.15000092983246%
Epoch: 54 | Epoch Time: 0m 37s
Train Loss: 1.5525198486328124 | Train Acc: 46.81600034236908%
Test Loss: 1.556468408203125 | Test Acc: 47.189998626708984%
Epoch: 55 | Epoch Time: 0m 37s
Train Loss: 1.5455358660888672 | Train Acc: 46.92600071430206%
Test Loss: 1.5500570175170898 | Test Acc: 47.3800003528595%
Epoch: 56 | Epoch Time: 0m 37s
Train Loss: 1.5432212347412109 | Train Acc: 46.998000144958496%
Test Loss: 1.5481526458740233 | Test Acc: 47.36999869346619%
Epoch: 57 | Epoch Time: 0m 37s
Train Loss: 1.5390186526489258 | Train Acc: 47.06000089645386%
Test Loss: 1.5444592681884766 | Test Acc: 47.58000075817108%
Epoch: 58 | Epoch Time: 0m 37s
Train Loss: 1.5346330279541016 | Train Acc: 47.1560001373291%
Test Loss: 1.5407276824951173 | Test Acc: 47.69999980926514%
Epoch: 59 | Epoch Time: 0m 37s
Train Loss: 1.5315494659423827 | Train Acc: 47.25399911403656%
Test Loss: 1.5382826522827149 | Test Acc: 47.690001130104065%
Epoch: 60 | Epoch Time: 0m 37s
Train Loss: 1.527058684387207 | Train Acc: 47.30600118637085%
Test Loss: 1.5344669311523438 | Test Acc: 47.81999886035919%
Epoch: 61 | Epoch Time: 0m 37s
Train Loss: 1.5235907070922852 | Train Acc: 47.422000765800476%
Test Loss: 1.5315143661499024 | Test Acc: 47.87999987602234%
Epoch: 62 | Epoch Time: 0m 37s
Train Loss: 1.519224060974121 | Train Acc: 47.62600064277649%
Test Loss: 1.527687759399414 | Test Acc: 48.05999994277954%
Epoch: 63 | Epoch Time: 0m 37s
Train Loss: 1.5146177575683595 | Train Acc: 47.6859986782074%
Test Loss: 1.5240472747802734 | Test Acc: 48.03999960422516%
Epoch: 64 | Epoch Time: 0m 37s
Train Loss: 1.5093575283813476 | Train Acc: 47.80600070953369%
Test Loss: 1.5196829971313477 | Test Acc: 48.260000348091125%
Epoch: 65 | Epoch Time: 0m 37s
Train Loss: 1.5052929263305663 | Train Acc: 47.905999422073364%
Test Loss: 1.516428857421875 | Test Acc: 48.28000068664551%
Epoch: 66 | Epoch Time: 0m 37s
Train Loss: 1.5016530264282226 | Train Acc: 48.01799952983856%
Test Loss: 1.5137777725219728 | Test Acc: 48.37000072002411%
Epoch: 67 | Epoch Time: 0m 37s
Train Loss: 1.4976948541259765 | Train Acc: 48.10999929904938%
Test Loss: 1.5104867248535156 | Test Acc: 48.32000136375427%
Epoch: 68 | Epoch Time: 0m 37s
Train Loss: 1.492315304107666 | Train Acc: 48.245999217033386%
Test Loss: 1.5058360626220704 | Test Acc: 48.3599990606308%
Epoch: 69 | Epoch Time: 0m 37s
Train Loss: 1.489325447998047 | Train Acc: 48.29399883747101%
Test Loss: 1.503698439025879 | Test Acc: 48.30999970436096%
Epoch: 70 | Epoch Time: 0m 37s
Train Loss: 1.4855496714782714 | Train Acc: 48.245999217033386%
Test Loss: 1.5009184509277345 | Test Acc: 48.05000126361847%
Epoch: 71 | Epoch Time: 0m 37s
Train Loss: 1.4829660974121093 | Train Acc: 48.22399914264679%
Test Loss: 1.4993752975463868 | Test Acc: 48.019999265670776%
Epoch: 72 | Epoch Time: 0m 37s
Train Loss: 1.4787076947021485 | Train Acc: 48.36600124835968%
Test Loss: 1.4961406295776367 | Test Acc: 48.159998655319214%
Epoch: 73 | Epoch Time: 0m 37s
Train Loss: 1.4784851123046876 | Train Acc: 48.27600121498108%
Test Loss: 1.4971078857421876 | Test Acc: 48.100000619888306%
Epoch: 74 | Epoch Time: 0m 38s
Train Loss: 1.4767288334655762 | Train Acc: 48.31799864768982%
Test Loss: 1.4963408813476562 | Test Acc: 48.170000314712524%
Epoch: 75 | Epoch Time: 0m 37s
Train Loss: 1.4745789050292968 | Train Acc: 48.28000068664551%
Test Loss: 1.4952793548583985 | Test Acc: 48.100000619888306%
Epoch: 76 | Epoch Time: 0m 36s
Train Loss: 1.471858477935791 | Train Acc: 48.31399917602539%
Test Loss: 1.4935775039672852 | Test Acc: 48.03999960422516%
Epoch: 77 | Epoch Time: 0m 36s
Train Loss: 1.4693367524719239 | Train Acc: 48.43800067901611%
Test Loss: 1.492274398803711 | Test Acc: 48.159998655319214%
Epoch: 78 | Epoch Time: 0m 37s
Train Loss: 1.4700195092773438 | Train Acc: 48.33399951457977%
Test Loss: 1.4942227905273437 | Test Acc: 48.03000092506409%
Epoch: 79 | Epoch Time: 0m 38s
Train Loss: 1.4674359814453124 | Train Acc: 48.31799864768982%
Test Loss: 1.4927822891235352 | Test Acc: 47.999998927116394%
Epoch: 80 | Epoch Time: 0m 37s
Train Loss: 1.4684255479431152 | Train Acc: 48.18800091743469%
Test Loss: 1.495011848449707 | Test Acc: 47.769999504089355%
Epoch: 81 | Epoch Time: 0m 37s
Train Loss: 1.465497144317627 | Train Acc: 48.30799996852875%
Test Loss: 1.4932686950683594 | Test Acc: 47.90999889373779%
Epoch: 82 | Epoch Time: 0m 36s
Train Loss: 1.4640267781066894 | Train Acc: 48.27199876308441%
Test Loss: 1.4931974014282225 | Test Acc: 47.9200005531311%
Epoch: 83 | Epoch Time: 0m 37s
Train Loss: 1.4628997354125977 | Train Acc: 48.30400049686432%
Test Loss: 1.4936159896850585 | Test Acc: 47.71000146865845%
Epoch: 84 | Epoch Time: 0m 37s
Train Loss: 1.4613228240966798 | Train Acc: 48.377999663352966%
Test Loss: 1.4932396789550781 | Test Acc: 47.67000079154968%
Epoch: 85 | Epoch Time: 0m 37s
Train Loss: 1.4597647648620606 | Train Acc: 48.38800132274628%
Test Loss: 1.4930866546630859 | Test Acc: 47.67000079154968%
Epoch: 86 | Epoch Time: 0m 37s
Train Loss: 1.458414592590332 | Train Acc: 48.471999168395996%
Test Loss: 1.4931909088134765 | Test Acc: 47.620001435279846%
Epoch: 87 | Epoch Time: 0m 36s
Train Loss: 1.4585493315124511 | Train Acc: 48.54600131511688%
Test Loss: 1.494853776550293 | Test Acc: 47.609999775886536%
Epoch: 88 | Epoch Time: 0m 37s
Train Loss: 1.4580153645324707 | Train Acc: 48.58599901199341%
Test Loss: 1.4958017074584962 | Test Acc: 47.58999943733215%
Epoch: 89 | Epoch Time: 0m 37s
Train Loss: 1.4601808512878418 | Train Acc: 48.5480010509491%
Test Loss: 1.4993439575195313 | Test Acc: 47.65999913215637%
Epoch: 90 | Epoch Time: 0m 36s
Train Loss: 1.4598062240600587 | Train Acc: 48.64400029182434%
Test Loss: 1.5005818923950196 | Test Acc: 47.780001163482666%
Epoch: 91 | Epoch Time: 0m 37s
Train Loss: 1.4623103622436524 | Train Acc: 48.57200086116791%
Test Loss: 1.5047862258911133 | Test Acc: 47.760000824928284%
Epoch: 92 | Epoch Time: 0m 36s
Train Loss: 1.463292988128662 | Train Acc: 48.552000522613525%
Test Loss: 1.507225218963623 | Test Acc: 47.6500004529953%
Epoch: 93 | Epoch Time: 0m 37s
Train Loss: 1.4639071606445313 | Train Acc: 48.53000044822693%
Test Loss: 1.509566734313965 | Test Acc: 47.58000075817108%
Epoch: 94 | Epoch Time: 0m 38s
Train Loss: 1.46501587890625 | Train Acc: 48.607999086380005%
Test Loss: 1.5126811164855958 | Test Acc: 47.679999470710754%
Epoch: 95 | Epoch Time: 0m 36s
Train Loss: 1.4666723428344726 | Train Acc: 48.607999086380005%
Test Loss: 1.5161377113342285 | Test Acc: 47.56999909877777%
Epoch: 96 | Epoch Time: 0m 37s
Train Loss: 1.4649483952331543 | Train Acc: 48.646000027656555%
Test Loss: 1.5157145446777345 | Test Acc: 47.530001401901245%
Epoch: 97 | Epoch Time: 0m 37s
Train Loss: 1.465016730041504 | Train Acc: 48.802000284194946%
Test Loss: 1.517670834350586 | Test Acc: 47.600001096725464%
Epoch: 98 | Epoch Time: 0m 37s
Train Loss: 1.4691425262451172 | Train Acc: 48.67199957370758%
Test Loss: 1.5238999450683595 | Test Acc: 47.49000072479248%
Epoch: 99 | Epoch Time: 0m 37s
Train Loss: 1.473492012939453 | Train Acc: 48.66400063037872%
Test Loss: 1.530118740081787 | Test Acc: 47.29999899864197%
Epoch: 100 | Epoch Time: 0m 37s
Train Loss: 1.4743150946044923 | Train Acc: 48.62799942493439%
Test Loss: 1.5328270973205567 | Test Acc: 47.24000096321106%
