acc,loss
0.11326,2.294947674255371
0.18254,2.2780523013305665
0.23306,2.2500718478393553
0.2709,2.2123989123535157
0.2974,2.168341437072754
0.31572,2.1208881607055665
0.32672,2.07274098815918
0.33974,2.0211671261596678
0.3511,1.971390866394043
0.3601,1.9246300860595704
0.36866,1.8792282568359375
0.37692,1.836711650390625
0.38428,1.7997624157714844
0.39118,1.7653501361083985
0.3975,1.7317041439819336
0.404,1.70243298248291
0.4099,1.6754056307983398
0.41554,1.652308876953125
0.42212,1.6298773587036133
0.42836,1.6064119039916993
0.43422,1.5860930169677734
0.44052,1.5664125927734376
0.4463,1.5478769989013672
0.45126,1.5308925454711915
0.45808,1.513380119934082
0.4639,1.4979063259887695
0.46922,1.483155316619873
0.47438,1.4669522772216796
0.47958,1.4540077992248535
0.48414,1.4385339840698241
0.48836,1.4272449040222168
0.49334,1.4133822413635253
0.49692,1.4024465867614746
0.5001,1.392627261352539
0.5041,1.3828666223144532
0.5081,1.3722312216186523
0.5126,1.3613244062805177
0.5172,1.3514092456054687
0.52096,1.3407499282836914
0.525,1.3311760162353516
0.52836,1.3219160186767578
0.53248,1.3140761471557618
0.5356,1.305673666229248
0.53782,1.2991902810668945
0.54054,1.291407857208252
0.5437,1.2843135858154298
0.54634,1.2778350175476074
0.54976,1.271386310119629
0.55188,1.2644459980773926
0.55408,1.2583812864685058
0.55716,1.2529446426391602
0.55902,1.246723743286133
0.56206,1.2403744610595704
0.56362,1.2357470722961426
0.56622,1.2301328433227539
0.56806,1.225722297668457
0.5702,1.2204936264038087
0.5728,1.21529888961792
0.57512,1.2120946432495117
0.57734,1.2081484320068359
0.57916,1.2035267967224121
0.58074,1.200324885559082
0.58252,1.195533263244629
0.58468,1.1908276402282716
0.58674,1.1878517163085938
0.58858,1.1851229360961915
0.5897,1.1826169956970214
0.5903,1.1809697789001465
0.59216,1.178598678741455
0.59388,1.1772256253051758
0.59506,1.1751355178833007
0.59702,1.1734903771972656
0.5985,1.1708259355163575
0.59974,1.1683221299743651
0.60124,1.1667392436218262
0.60294,1.164864263458252
0.60418,1.1640049922180176
0.60542,1.1634451460266113
0.60742,1.1617666207885742
0.6086,1.1622260557556152
0.6097,1.1609206512451171
0.61094,1.161109214782715
0.61232,1.161779754486084
0.61382,1.1620719760131837
0.61442,1.162824021911621
0.61516,1.1623469212341309
0.61634,1.162876883544922
0.61786,1.1648055647277833
0.6192,1.167181531829834
0.62058,1.1692694262695313
0.62178,1.1709098332214356
0.62294,1.169853821411133
0.62452,1.1734757374572753
0.62618,1.1774747203063964
0.62742,1.1801833276367188
0.6281,1.184161270904541
0.62936,1.1871124932861328
0.63014,1.1884476411437987
0.63122,1.1912165745544434
0.63224,1.194879683380127
