acc,loss
0.1,2.3001074102783203
0.10926,2.294201915283203
0.15238,2.284516714782715
0.18668,2.270676439208984
0.2154,2.2531559811401367
0.23592,2.2323961865234376
0.25278,2.2096317413330078
0.2663,2.183462735290527
0.28074,2.154879700012207
0.29552,2.12472208984375
0.30778,2.094457921447754
0.31768,2.0638461181640624
0.32496,2.034218332519531
0.33472,2.0044410153198244
0.34126,1.9767009268188476
0.34806,1.9489784619140624
0.3539,1.9213979080200196
0.35948,1.89532712890625
0.36598,1.8691373348999023
0.3706,1.8471752053833008
0.37442,1.8251569345092773
0.38008,1.8035896752929688
0.3836,1.7833167376708985
0.38826,1.7638729351806641
0.39232,1.7460204959106445
0.3963,1.7300924258422852
0.39982,1.714865512084961
0.40392,1.6994186242675782
0.40714,1.6842261358642578
0.41134,1.6696883203125
0.41458,1.656108923034668
0.41798,1.6421666333007812
0.42104,1.6303748785400392
0.4242,1.6185440783691407
0.42816,1.607393981628418
0.4309,1.5966848901367188
0.43404,1.5864522390747071
0.43676,1.5769591394042968
0.43916,1.5675634017944335
0.44326,1.5584260247802735
0.44572,1.549139320373535
0.44904,1.5402154553222656
0.45208,1.5301800204467773
0.45394,1.5230360067749023
0.45672,1.5150940966796875
0.45974,1.5070232495117188
0.46228,1.4998937017822265
0.46492,1.4920578704833984
0.46736,1.4848374166870117
0.46958,1.4776039379882813
0.47218,1.4689903631591796
0.47454,1.4615986413574218
0.47586,1.4561122679138183
0.47816,1.449183168182373
0.48082,1.4419655390930175
0.48318,1.4355164859008789
0.48534,1.431166679840088
0.48826,1.4245850177001953
0.49132,1.4162574435424804
0.49376,1.4100534190368652
0.4963,1.4037520344543457
0.49802,1.3986527445983887
0.5009,1.3923222064208984
0.50308,1.3862353057861327
0.505,1.3812659164428711
0.50842,1.3759165133666993
0.5098,1.3718740641784668
0.51162,1.3665299131774902
0.51336,1.3622717015075683
0.51562,1.3564017398071289
0.51784,1.3506702476501464
0.51958,1.3459970205688476
0.52166,1.3418331858825683
0.52318,1.3371165097045898
0.52458,1.3330484909057618
0.52606,1.3283261737060548
0.5279,1.3241328514099122
0.52922,1.3203959399414062
0.53096,1.315820998840332
0.53294,1.3112495887756348
0.53486,1.3068732269287109
0.53648,1.3027282981872559
0.53804,1.299812984161377
0.53954,1.2953534358215333
0.54156,1.291865115814209
0.54374,1.2882680592346192
0.54544,1.2839735778808594
0.54674,1.2811299145507813
0.54854,1.2790264739990234
0.5504,1.2753439599609375
0.55082,1.2725565942382813
0.55148,1.2703452488708495
0.55192,1.2673079275512695
0.55322,1.2643326165771485
0.55422,1.261214078063965
0.555,1.258474621887207
0.55592,1.2563616337585448
0.55642,1.2547564613342286
0.55768,1.2513370155334473
0.55934,1.248360509338379
