acc,loss
0.15404,2.2960917388916013
0.20004,2.2804434756469725
0.25038,2.253490783996582
0.27906,2.216874161376953
0.2976,2.1729803176879883
0.31308,2.1245786499023436
0.3246,2.073599894104004
0.333,2.026455022583008
0.34296,1.980578857727051
0.35182,1.9351265347290039
0.36064,1.890710848083496
0.37106,1.8485678677368165
0.38028,1.8119083029174805
0.38746,1.7779170251464844
0.3945,1.7470876620483398
0.40006,1.7162714587402343
0.40756,1.6865429675292969
0.41354,1.6614925772094726
0.41898,1.6365833724975587
0.42498,1.61535947265625
0.43082,1.5942835470581054
0.43542,1.574396689453125
0.43988,1.5565610876464844
0.44536,1.540433420715332
0.45136,1.5236386483764648
0.45604,1.5083564642333984
0.46044,1.4948718684387208
0.466,1.4792569688415527
0.46902,1.4680397900390625
0.474,1.456426664428711
0.47986,1.4430476405334474
0.484,1.4307126538085937
0.48798,1.4193616981506347
0.49224,1.4088065098571778
0.49558,1.398411650238037
0.49892,1.3892028768920899
0.50214,1.3802255635070801
0.50474,1.3716814962768555
0.50888,1.3614167265319823
0.51134,1.3538715980529785
0.51528,1.3449726533508302
0.51748,1.3373846559143066
0.52162,1.3296576727294922
0.5245,1.3212942088317872
0.52602,1.3163806883239746
0.5291,1.309006438293457
0.53044,1.304997015991211
0.53294,1.297676551361084
0.53558,1.2919153495788573
0.53888,1.2852842807006837
0.54108,1.2800457398986815
0.5427,1.27520289352417
0.54524,1.270938878326416
0.547,1.2686342849731445
0.54986,1.263477717437744
0.55086,1.2608023246765137
0.55128,1.258771268310547
0.55324,1.2550969689941407
0.5554,1.2522284509277344
0.5572,1.2493426388549804
0.55914,1.248449483795166
0.56074,1.246655772857666
0.56168,1.2451166970825196
0.5638,1.2435363165283204
0.56628,1.2428839408874512
0.56764,1.2433665287780762
0.57002,1.243002332611084
0.57158,1.2439780897521973
0.57364,1.2451184085083007
0.57438,1.2474279940795898
0.57634,1.2493754954528808
0.57764,1.252401549835205
0.57862,1.2559213081359863
0.58022,1.2585743916320802
0.58122,1.2631725382995604
0.5825,1.2675399378967285
0.58326,1.266705792694092
0.58454,1.2731422564697266
0.58628,1.2775536972045898
0.58714,1.2840456924438477
0.58804,1.2853675428771973
0.58904,1.288331890106201
0.59068,1.2968095176696777
0.59162,1.304674309539795
0.59274,1.314404228363037
0.5937,1.3167952127075195
0.59524,1.3206516827392578
0.59604,1.330036473236084
0.59692,1.338227526702881
0.5977,1.3428761003112792
0.59838,1.3499890194702149
0.59878,1.354675491027832
0.59976,1.360798450164795
0.60066,1.3691617651367187
0.60178,1.3755732284545898
0.60286,1.3773956761169435
0.6038,1.381641209564209
0.60492,1.3867838259887695
0.60514,1.3910227935791015
0.60556,1.3954095202636718
