Namespace(action=8, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'bf', 'defence': 'raw', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 14, 'attack_strength': -1.0, 'k': 1, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Sun May  5 22:34:27 2024]======================
Epoch: 1 | Epoch Time: 0m 58s
Test Loss: 2.350524676513672 | Test Acc: 10.000000149011612%
Epoch: 26 | Epoch Time: 0m 58s
Train Loss: 2.356358486022949 | Train Acc: 10.000000149011612%
Test Loss: 2.356455975341797 | Test Acc: 10.000000149011612%
Epoch: 27 | Epoch Time: 0m 57s
Train Loss: 2.363204241333008 | Train Acc: 10.000000149011612%
Test Loss: 2.3632922134399412 | Test Acc: 10.000000149011612%
Epoch: 28 | Epoch Time: 0m 56s
Train Loss: 2.371039151916504 | Train Acc: 10.000000149011612%
Test Loss: 2.3711176055908205 | Test Acc: 10.000000149011612%
Epoch: 29 | Epoch Time: 0m 57s
Train Loss: 2.380148946533203 | Train Acc: 10.000000149011612%
Test Loss: 2.3802084365844727 | Test Acc: 10.000000149011612%
Epoch: 30 | Epoch Time: 0m 58s
Train Loss: 2.3907349700927734 | Train Acc: 10.000000149011612%
Test Loss: 2.3907740356445313 | Test Acc: 10.000000149011612%
Epoch: 31 | Epoch Time: 0m 56s
Train Loss: 2.4032028619384764 | Train Acc: 10.000000149011612%
Test Loss: 2.4032108459472656 | Test Acc: 10.000000149011612%
Epoch: 32 | Epoch Time: 0m 57s
Train Loss: 2.417678796386719 | Train Acc: 10.000000149011612%
Test Loss: 2.4176421981811522 | Test Acc: 10.000000149011612%
Epoch: 33 | Epoch Time: 0m 58s
Train Loss: 2.4349775372314455 | Train Acc: 10.000000149011612%
Test Loss: 2.4348943267822265 | Test Acc: 10.000000149011612%
Epoch: 34 | Epoch Time: 0m 56s
Train Loss: 2.455335559997559 | Train Acc: 10.000000149011612%
Test Loss: 2.455187692260742 | Test Acc: 10.000000149011612%
Epoch: 35 | Epoch Time: 0m 56s
Train Loss: 2.4794173681640626 | Train Acc: 10.000000149011612%
Test Loss: 2.4791925033569338 | Test Acc: 10.000000149011612%
Epoch: 36 | Epoch Time: 0m 53s
Train Loss: 2.5087397772216797 | Train Acc: 10.000000149011612%
Test Loss: 2.5084038986206054 | Test Acc: 10.000000149011612%
Epoch: 37 | Epoch Time: 0m 56s
Train Loss: 2.544009715576172 | Train Acc: 10.000000149011612%
Test Loss: 2.5435251037597655 | Test Acc: 10.000000149011612%
Epoch: 38 | Epoch Time: 0m 55s
Train Loss: 2.586391437988281 | Train Acc: 10.000000149011612%
Test Loss: 2.585760366821289 | Test Acc: 10.000000149011612%
Epoch: 39 | Epoch Time: 0m 54s
Train Loss: 2.6389031762695314 | Train Acc: 10.000000149011612%
Test Loss: 2.6380344863891603 | Test Acc: 10.000000149011612%
Epoch: 40 | Epoch Time: 0m 54s
Train Loss: 2.7033751217651365 | Train Acc: 10.000000149011612%
Test Loss: 2.702201206970215 | Test Acc: 10.000000149011612%
Epoch: 41 | Epoch Time: 0m 54s
Train Loss: 2.7846541201782227 | Train Acc: 10.000000149011612%
Test Loss: 2.783090119934082 | Test Acc: 10.000000149011612%
Epoch: 42 | Epoch Time: 0m 54s
Train Loss: 2.8862615518188477 | Train Acc: 10.000000149011612%
Test Loss: 2.8841797332763672 | Test Acc: 10.000000149011612%
Epoch: 43 | Epoch Time: 0m 54s
Train Loss: 3.0146852044677734 | Train Acc: 10.000000149011612%
Test Loss: 3.0119236175537107 | Test Acc: 10.000000149011612%
Epoch: 44 | Epoch Time: 0m 56s
Train Loss: 3.1834619512939453 | Train Acc: 10.000000149011612%
Test Loss: 3.179773449707031 | Test Acc: 10.000000149011612%
Epoch: 45 | Epoch Time: 0m 55s
Train Loss: 3.3997192517089845 | Train Acc: 10.000000149011612%
Test Loss: 3.39485087890625 | Test Acc: 10.000000149011612%
Epoch: 46 | Epoch Time: 0m 59s
Train Loss: 3.682833402099609 | Train Acc: 10.000000149011612%
Test Loss: 3.676305953979492 | Test Acc: 10.000000149011612%
Epoch: 47 | Epoch Time: 0m 59s
Train Loss: 4.07436815612793 | Train Acc: 10.000000149011612%
Test Loss: 4.065600747680664 | Test Acc: 10.000000149011612%
Epoch: 48 | Epoch Time: 0m 56s
Train Loss: 4.610290379028321 | Train Acc: 10.000000149011612%
Test Loss: 4.598394204711914 | Test Acc: 10.000000149011612%
Epoch: 49 | Epoch Time: 0m 58s
Train Loss: 5.403898928222656 | Train Acc: 10.000000149011612%
Test Loss: 5.387371325683594 | Test Acc: 10.000000149011612%
Epoch: 50 | Epoch Time: 0m 59s
Train Loss: 6.6110148828125 | Train Acc: 10.000000149011612%
Test Loss: 6.587697326660156 | Test Acc: 10.000000149011612%
Epoch: 51 | Epoch Time: 1m 1s
Train Loss: 8.490386241455077 | Train Acc: 10.000000149011612%
Test Loss: 8.456382232666016 | Test Acc: 10.000000149011612%
Epoch: 52 | Epoch Time: 1m 0s
Train Loss: 11.530708822021484 | Train Acc: 10.000000149011612%
Test Loss: 11.479308227539063 | Test Acc: 10.000000149011612%
Epoch: 53 | Epoch Time: 0m 51s
Train Loss: 16.991472768554686 | Train Acc: 10.000000149011612%
Test Loss: 16.907002001953124 | Test Acc: 10.000000149011612%
Epoch: 54 | Epoch Time: 0m 48s
Train Loss: 28.049179770507813 | Train Acc: 10.000000149011612%
Test Loss: 27.893182421875 | Test Acc: 10.000000149011612%
Epoch: 55 | Epoch Time: 0m 49s
Train Loss: 55.1402906640625 | Train Acc: 10.000000149011612%
Test Loss: 54.79982866210938 | Test Acc: 10.000000149011612%
Epoch: 56 | Epoch Time: 0m 49s
Train Loss: 150.005344921875 | Train Acc: 10.000000149011612%
Test Loss: 148.985941796875 | Test Acc: 10.000000149011612%
Epoch: 57 | Epoch Time: 0m 51s
Train Loss: 839.30001546875 | Train Acc: 10.000000149011612%
Test Loss: 833.14275 | Test Acc: 10.000000149011612%
Epoch: 58 | Epoch Time: 0m 51s
Train Loss: 38524.229825 | Train Acc: 10.000000149011612%
Test Loss: 38228.117475 | Test Acc: 10.000000149011612%
Epoch: 59 | Epoch Time: 0m 51s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 60 | Epoch Time: 0m 51s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 61 | Epoch Time: 0m 52s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 62 | Epoch Time: 0m 51s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 63 | Epoch Time: 0m 50s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 64 | Epoch Time: 0m 52s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 65 | Epoch Time: 0m 51s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 66 | Epoch Time: 0m 48s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 67 | Epoch Time: 0m 48s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 68 | Epoch Time: 0m 58s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 69 | Epoch Time: 0m 57s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 70 | Epoch Time: 0m 55s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 71 | Epoch Time: 0m 57s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 72 | Epoch Time: 0m 57s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 73 | Epoch Time: 0m 55s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 74 | Epoch Time: 0m 57s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 75 | Epoch Time: 0m 57s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 76 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 77 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 78 | Epoch Time: 0m 45s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 79 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 80 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 81 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 82 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 83 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 84 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 85 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 86 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 87 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 88 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 89 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 90 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 91 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 92 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 93 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 94 | Epoch Time: 0m 45s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 95 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 96 | Epoch Time: 0m 47s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 97 | Epoch Time: 0m 45s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 98 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 99 | Epoch Time: 0m 46s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
Epoch: 100 | Epoch Time: 0m 53s
Train Loss: nan | Train Acc: 10.000000149011612%
Test Loss: nan | Test Acc: 10.000000149011612%
