acc,loss
0.1,2.3007916735839844
0.1,2.2990072634887695
0.10008,2.2964251400756837
0.12176,2.2925561950683595
0.1575,2.2866507485961916
0.16764,2.2777396380615236
0.18536,2.2654985537719727
0.20812,2.250343291931152
0.2293,2.2326892755126955
0.24392,2.2126131954956056
0.25392,2.1917980645751953
0.2625,2.1698399383544924
0.27172,2.147362907714844
0.27822,2.1248326321411133
0.28284,2.102828873901367
0.28626,2.0817421633911133
0.29008,2.061113914489746
0.29408,2.041516321105957
0.29844,2.022698370361328
0.30136,2.0058978338623046
0.30532,1.988744112548828
0.3084,1.9734294638061523
0.31196,1.9576322247314453
0.31634,1.9423201550292968
0.32108,1.9283254373168945
0.32488,1.9149496588134765
0.32766,1.902118370361328
0.33168,1.8897534762573243
0.33532,1.877358696899414
0.33896,1.8659672552490234
0.34214,1.8545029348754882
0.3448,1.8434089694213867
0.34842,1.8320455712890624
0.3513,1.8215422467041016
0.3556,1.8121809338378907
0.35856,1.8028104364013673
0.3617,1.7931124151611328
0.3646,1.7837457986450196
0.36772,1.774742628479004
0.37082,1.7660517083740235
0.37392,1.758174045715332
0.3768,1.749944937133789
0.3799,1.7415176345825196
0.38222,1.7338826791381836
0.38566,1.725969603881836
0.38874,1.7181014920043944
0.391,1.710422569885254
0.39344,1.7029918579101562
0.3964,1.6957418490600586
0.39928,1.6884129580688476
0.40206,1.6818692184448243
0.40482,1.6749729211425781
0.40674,1.6686928201293945
0.40856,1.6625292227172852
0.41082,1.6562323919677735
0.41326,1.6500367657470703
0.41522,1.6438456112670898
0.41784,1.6373142965698242
0.42032,1.6310271353149415
0.42252,1.6254603515625
0.42504,1.6196092495727539
0.42746,1.6141036224365235
0.42992,1.608188110961914
0.43266,1.6022604809570313
0.43544,1.5967466772460936
0.43752,1.5915020431518554
0.43964,1.586212178955078
0.44166,1.5813287896728516
0.44434,1.5762669409179688
0.44646,1.5711116561889649
0.44854,1.5660911199951173
0.45062,1.561560986328125
0.45198,1.5566202352905274
0.4537,1.5521425164794922
0.45604,1.5477071029663085
0.45734,1.542860531616211
0.45904,1.5385010963439942
0.46096,1.5341878785705567
0.4631,1.5295367639160156
0.46518,1.5251893121337892
0.46672,1.5211846336364747
0.4685,1.5166852694702149
0.46962,1.5126586283874512
0.47138,1.5081289123535155
0.47384,1.5034164141845703
0.47486,1.4995024116516114
0.4767,1.4952412657165528
0.47904,1.4912118264770509
0.48068,1.487201131439209
0.48234,1.4834056115722656
0.4837,1.47979405960083
0.48538,1.4754997122192384
0.48662,1.4715716076660157
0.48836,1.4681473741149902
0.48964,1.4647164889526367
0.4915,1.461420707550049
0.4927,1.4579032415771485
0.4939,1.4542906338500976
0.49598,1.4502334510803223
0.49724,1.4465423623657228
