Namespace(action=12, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'raw', 'defence': 'krum', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': 1.0, 'k': 15, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Mon May  6 02:55:00 2024]======================
Epoch: 1 | Epoch Time: 0m 47s
Test Loss: 2.1876554809570314 | Test Acc: 28.749999403953552%
Epoch: 6 | Epoch Time: 1m 34s
Train Loss: 2.1421332522583008 | Train Acc: 30.54800033569336%
Test Loss: 2.140279899597168 | Test Acc: 30.559998750686646%
Epoch: 7 | Epoch Time: 1m 49s
Train Loss: 2.0912961264038086 | Train Acc: 32.0279985666275%
Test Loss: 2.08889612121582 | Test Acc: 32.30000138282776%
Epoch: 8 | Epoch Time: 2m 10s
Train Loss: 2.0420289547729493 | Train Acc: 33.2940012216568%
Test Loss: 2.0391351486206055 | Test Acc: 33.34999978542328%
Epoch: 9 | Epoch Time: 1m 18s
Train Loss: 1.994624010925293 | Train Acc: 34.17400121688843%
Test Loss: 1.9913278717041016 | Test Acc: 34.139999747276306%
Epoch: 10 | Epoch Time: 0m 52s
Train Loss: 1.9474395346069335 | Train Acc: 34.81000065803528%
Test Loss: 1.9437924407958984 | Test Acc: 35.04000008106232%
Epoch: 11 | Epoch Time: 0m 48s
Train Loss: 1.9035918667602538 | Train Acc: 35.58200001716614%
Test Loss: 1.899580746459961 | Test Acc: 35.7699990272522%
Epoch: 12 | Epoch Time: 0m 50s
Train Loss: 1.863406022338867 | Train Acc: 36.37799918651581%
Test Loss: 1.859235186767578 | Test Acc: 36.50999963283539%
Epoch: 13 | Epoch Time: 0m 51s
Train Loss: 1.827155241394043 | Train Acc: 36.998000741004944%
Test Loss: 1.8229115493774415 | Test Acc: 37.36000061035156%
Epoch: 14 | Epoch Time: 0m 54s
Train Loss: 1.794858016357422 | Train Acc: 37.55800127983093%
Test Loss: 1.7907035095214843 | Test Acc: 38.01000118255615%
Epoch: 15 | Epoch Time: 0m 51s
Train Loss: 1.7635397079467774 | Train Acc: 38.22999894618988%
Test Loss: 1.7594369567871093 | Test Acc: 38.909998536109924%
Epoch: 16 | Epoch Time: 0m 52s
Train Loss: 1.7356113290405273 | Train Acc: 38.94999921321869%
Test Loss: 1.7316454467773437 | Test Acc: 39.46999907493591%
Epoch: 17 | Epoch Time: 0m 51s
Train Loss: 1.7104670742797852 | Train Acc: 39.49800133705139%
Test Loss: 1.7066280456542968 | Test Acc: 40.04000127315521%
Epoch: 18 | Epoch Time: 0m 51s
Train Loss: 1.6861265393066407 | Train Acc: 40.10800123214722%
Test Loss: 1.6824332244873046 | Test Acc: 40.369999408721924%
Epoch: 19 | Epoch Time: 0m 51s
Train Loss: 1.6652815252685547 | Train Acc: 40.80600142478943%
Test Loss: 1.6619019622802735 | Test Acc: 40.880000591278076%
Epoch: 20 | Epoch Time: 0m 52s
Train Loss: 1.6430636743164062 | Train Acc: 41.54199957847595%
Test Loss: 1.6398129699707031 | Test Acc: 41.29999876022339%
Epoch: 21 | Epoch Time: 0m 51s
Train Loss: 1.622878063659668 | Train Acc: 42.11600124835968%
Test Loss: 1.6196365234375 | Test Acc: 41.839998960494995%
Epoch: 22 | Epoch Time: 0m 52s
Train Loss: 1.6037524938964844 | Train Acc: 42.66799986362457%
Test Loss: 1.6007425735473633 | Test Acc: 42.55000054836273%
Epoch: 23 | Epoch Time: 0m 52s
Train Loss: 1.5835280020141602 | Train Acc: 43.27400028705597%
Test Loss: 1.5805262664794921 | Test Acc: 43.5699999332428%
Epoch: 24 | Epoch Time: 0m 47s
Train Loss: 1.5662424829101562 | Train Acc: 43.75399947166443%
Test Loss: 1.5636601196289062 | Test Acc: 43.97000074386597%
Epoch: 25 | Epoch Time: 0m 55s
Train Loss: 1.5504015188598632 | Train Acc: 44.297999143600464%
Test Loss: 1.5483181686401368 | Test Acc: 44.440001249313354%
Epoch: 26 | Epoch Time: 0m 59s
Train Loss: 1.5329566390991212 | Train Acc: 45.00400125980377%
Test Loss: 1.530987141418457 | Test Acc: 45.03999948501587%
Epoch: 27 | Epoch Time: 0m 58s
Train Loss: 1.5189016595458984 | Train Acc: 45.46400010585785%
Test Loss: 1.5174386672973632 | Test Acc: 45.570001006126404%
Epoch: 28 | Epoch Time: 0m 59s
Train Loss: 1.5043769296264649 | Train Acc: 45.95800042152405%
Test Loss: 1.5032715515136719 | Test Acc: 46.230000257492065%
Epoch: 29 | Epoch Time: 0m 58s
Train Loss: 1.491337794342041 | Train Acc: 46.38400077819824%
Test Loss: 1.490833401489258 | Test Acc: 46.81999981403351%
Epoch: 30 | Epoch Time: 1m 2s
Train Loss: 1.477916303253174 | Train Acc: 46.922001242637634%
Test Loss: 1.477792124938965 | Test Acc: 47.17000126838684%
Epoch: 31 | Epoch Time: 0m 58s
Train Loss: 1.464713515472412 | Train Acc: 47.492000460624695%
Test Loss: 1.4649512817382813 | Test Acc: 47.65999913215637%
Epoch: 32 | Epoch Time: 0m 57s
Train Loss: 1.4530934869384766 | Train Acc: 47.80400097370148%
Test Loss: 1.4539072013854981 | Test Acc: 48.14000129699707%
Epoch: 33 | Epoch Time: 0m 52s
Train Loss: 1.4408982881164552 | Train Acc: 48.32000136375427%
Test Loss: 1.4421930419921876 | Test Acc: 48.660001158714294%
Epoch: 34 | Epoch Time: 0m 47s
Train Loss: 1.4275693135070802 | Train Acc: 48.74599874019623%
Test Loss: 1.429040690612793 | Test Acc: 48.94999861717224%
Epoch: 35 | Epoch Time: 0m 47s
Train Loss: 1.4167339027404786 | Train Acc: 49.14399981498718%
Test Loss: 1.4187164009094237 | Test Acc: 49.140000343322754%
Epoch: 36 | Epoch Time: 0m 46s
Train Loss: 1.4066214393615724 | Train Acc: 49.51600134372711%
Test Loss: 1.409234800720215 | Test Acc: 49.43000078201294%
Epoch: 37 | Epoch Time: 0m 47s
Train Loss: 1.3972463209533692 | Train Acc: 49.76600110530853%
Test Loss: 1.4005699661254882 | Test Acc: 49.869999289512634%
Epoch: 38 | Epoch Time: 0m 47s
Train Loss: 1.387499312286377 | Train Acc: 50.19000172615051%
Test Loss: 1.3916229225158692 | Test Acc: 50.08000135421753%
Epoch: 39 | Epoch Time: 0m 47s
Train Loss: 1.3774685794067383 | Train Acc: 50.52400231361389%
Test Loss: 1.3822073371887207 | Test Acc: 50.599998235702515%
Epoch: 40 | Epoch Time: 0m 47s
Train Loss: 1.368332625579834 | Train Acc: 50.8679986000061%
Test Loss: 1.373891918182373 | Test Acc: 50.97000002861023%
Epoch: 41 | Epoch Time: 0m 46s
Train Loss: 1.3611867901611328 | Train Acc: 51.10599994659424%
Test Loss: 1.3676603256225586 | Test Acc: 51.20999813079834%
Epoch: 42 | Epoch Time: 0m 46s
Train Loss: 1.3520619450378417 | Train Acc: 51.444000005722046%
Test Loss: 1.3592313819885253 | Test Acc: 51.569998264312744%
Epoch: 43 | Epoch Time: 0m 46s
Train Loss: 1.3436169627380372 | Train Acc: 51.86799764633179%
Test Loss: 1.3516773750305175 | Test Acc: 51.85999870300293%
Epoch: 44 | Epoch Time: 0m 47s
Train Loss: 1.3366566929626464 | Train Acc: 52.1340012550354%
Test Loss: 1.345548141479492 | Test Acc: 51.889997720718384%
Epoch: 45 | Epoch Time: 0m 46s
Train Loss: 1.3276761183166503 | Train Acc: 52.55799889564514%
Test Loss: 1.3373685523986816 | Test Acc: 52.42999792098999%
Epoch: 46 | Epoch Time: 0m 47s
Train Loss: 1.3182672064208985 | Train Acc: 52.880001068115234%
Test Loss: 1.328977555847168 | Test Acc: 52.78000235557556%
Epoch: 47 | Epoch Time: 0m 46s
Train Loss: 1.3115541987609862 | Train Acc: 53.15600037574768%
Test Loss: 1.323155037689209 | Test Acc: 52.960002422332764%
Epoch: 48 | Epoch Time: 0m 46s
Train Loss: 1.3052176374816895 | Train Acc: 53.421998023986816%
Test Loss: 1.31800691986084 | Test Acc: 53.22999954223633%
Epoch: 49 | Epoch Time: 0m 46s
Train Loss: 1.2990623045349121 | Train Acc: 53.67199778556824%
