Namespace(action=12, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'bf', 'defence': 'krum', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': -1.0, 'k': 5, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Tue May  7 10:29:56 2024]======================
Epoch: 1 | Epoch Time: 0m 51s
Train Loss: 2.295271252746582 | Train Acc: 10.462000221014023%
Test Loss: 2.2951582626342772 | Test Acc: 10.450000315904617%
Epoch: 2 | Epoch Time: 0m 43s
Train Loss: 2.278581990966797 | Train Acc: 18.442000448703766%
Test Loss: 2.2783154724121095 | Test Acc: 18.58000010251999%
Epoch: 3 | Epoch Time: 0m 43s
Train Loss: 2.250508360290527 | Train Acc: 24.267999827861786%
Test Loss: 2.25002059173584 | Test Acc: 24.330000579357147%
Epoch: 4 | Epoch Time: 0m 42s
Train Loss: 2.2131898889160158 | Train Acc: 27.974000573158264%
Test Loss: 2.2124624877929686 | Test Acc: 28.33999991416931%
Epoch: 5 | Epoch Time: 0m 43s
Train Loss: 2.1708732241821287 | Train Acc: 29.537999629974365%
Test Loss: 2.1696927291870116 | Test Acc: 29.989999532699585%
Epoch: 6 | Epoch Time: 0m 43s
Train Loss: 2.1237796389770507 | Train Acc: 30.753999948501587%
Test Loss: 2.122167533874512 | Test Acc: 31.47999942302704%
Epoch: 7 | Epoch Time: 0m 43s
Train Loss: 2.078392272949219 | Train Acc: 31.29200041294098%
Test Loss: 2.076184748840332 | Test Acc: 31.63999915122986%
Epoch: 8 | Epoch Time: 0m 42s
Train Loss: 2.0288984494018556 | Train Acc: 32.62999951839447%
Test Loss: 2.026070162963867 | Test Acc: 32.78000056743622%
Epoch: 9 | Epoch Time: 0m 42s
Train Loss: 1.9785335812377929 | Train Acc: 33.87199938297272%
Test Loss: 1.9753032943725586 | Test Acc: 34.20000076293945%
Epoch: 10 | Epoch Time: 0m 43s
Train Loss: 1.9283679190063476 | Train Acc: 35.148000717163086%
Test Loss: 1.9246299468994141 | Test Acc: 35.37999987602234%
Epoch: 11 | Epoch Time: 0m 43s
Train Loss: 1.8852895840454102 | Train Acc: 36.19999885559082%
Test Loss: 1.8813369934082032 | Test Acc: 36.320000886917114%
Epoch: 12 | Epoch Time: 0m 42s
Train Loss: 1.8479000408935546 | Train Acc: 36.9159996509552%
Test Loss: 1.84362059173584 | Test Acc: 37.09000051021576%
Epoch: 13 | Epoch Time: 0m 41s
Train Loss: 1.8094373083496094 | Train Acc: 37.87199854850769%
Test Loss: 1.8049846817016602 | Test Acc: 38.46000134944916%
Epoch: 14 | Epoch Time: 0m 39s
Train Loss: 1.7694919067382813 | Train Acc: 38.97800147533417%
Test Loss: 1.765204475402832 | Test Acc: 39.43000137805939%
Epoch: 15 | Epoch Time: 0m 50s
Train Loss: 1.7347933969116212 | Train Acc: 39.719998836517334%
Test Loss: 1.7305204147338866 | Test Acc: 40.07999897003174%
Epoch: 16 | Epoch Time: 0m 48s
Train Loss: 1.7058152529907227 | Train Acc: 40.20000100135803%
Test Loss: 1.7017078323364259 | Test Acc: 40.709999203681946%
Epoch: 17 | Epoch Time: 0m 48s
Train Loss: 1.6810687698364257 | Train Acc: 40.74000120162964%
Test Loss: 1.6775250106811523 | Test Acc: 41.04999899864197%
Epoch: 18 | Epoch Time: 0m 49s
Train Loss: 1.6570363336181642 | Train Acc: 41.402000188827515%
Test Loss: 1.653205030822754 | Test Acc: 41.80000126361847%
Epoch: 19 | Epoch Time: 0m 50s
Train Loss: 1.6372536288452149 | Train Acc: 41.907998919487%
Test Loss: 1.633666616821289 | Test Acc: 42.19000041484833%
Epoch: 20 | Epoch Time: 0m 49s
Train Loss: 1.611880813293457 | Train Acc: 42.50800013542175%
Test Loss: 1.6087927825927735 | Test Acc: 42.69999861717224%
Epoch: 21 | Epoch Time: 0m 49s
Train Loss: 1.592185726623535 | Train Acc: 43.042001128196716%
Test Loss: 1.5897335906982422 | Test Acc: 43.389999866485596%
Epoch: 22 | Epoch Time: 0m 49s
Train Loss: 1.572593927307129 | Train Acc: 43.84399950504303%
Test Loss: 1.5708524276733398 | Test Acc: 44.110000133514404%
Epoch: 23 | Epoch Time: 0m 50s
Train Loss: 1.5537825112915038 | Train Acc: 44.44400072097778%
Test Loss: 1.552459635925293 | Test Acc: 44.56000030040741%
Epoch: 24 | Epoch Time: 0m 47s
Train Loss: 1.5365322625732423 | Train Acc: 44.83000040054321%
Test Loss: 1.5355491973876954 | Test Acc: 45.01999914646149%
Epoch: 25 | Epoch Time: 0m 41s
Train Loss: 1.5186663409423828 | Train Acc: 45.46400010585785%
